,Unnamed: 0.1,Unnamed: 0,Text,Bold/Not,Font Size,Words,Nouns,Verbs,Digits,Punctuations,Enumeration,Text Case,Label
173,173,1765,3.5.5 by the relevant Providers by notice to the Customer if such Providersâ€™ rights to use the,0.0,10.0,17,5,1,1,0,0,3,0
174,174,12660,"2.4  Fyber  only  collects  ,  via  its  SDK,  information  that  you  have  authorized  it  to  collect.  Fyberâ€™s  SDK  will  notcollect or attempt to collect information that you did not authorize it to collect, or when userâ€™s permission forsuch  collection  was  not  provided  on  your  app.  Fyberâ€™s  SDK  may  collect  and  Process  the  followinginformation;",0.0,10.0,58,13,13,1,2,0,3,0
175,175,1973,5.  Risk of Loss; Grant of Authority,1.0,10.0,9,4,0,1,1,1,3,1
176,176,1965,"D.  Supplier  shall  provide  RTI  and  Client  any  supporting  information  necessary  to  document  the  reasonableness  ofSupplierâ€™s  termination  for  convenience  claim.  RTI  and  Client  reserve  the  right  to  verify  the  amounts  of  any  costand proï¬t increments claimed by Supplier, through an audit of Supplierâ€™s records.",0.0,9.0,47,20,6,0,2,0,3,0
177,177,7896,"In  order  to  test  to  determine  whether  a  circuit  complies  with  the  above  BBER  standards,  Buyer  shall  berequired  to  request  and  authorize  an  intrusive  test  to  be  taken  of  the  applicable  circuit  for  a  periodconsistent with Section 3.2 above, provided an intrusive test shall not be required to the extent that Sellerhas installed equipment that is capable of monitoring such BBER on an ongoing basis without the need foran intrusive test. The Parties will cooperate on the timing and manner in which any such intrusive test isconducted, taking into consideration the need to minimize the interruption of Buyerâ€™s or other customerâ€™sservices.",0.0,10.0,106,26,19,1,2,0,3,0
178,178,3515,"THIS MASTER SERVICE AGREEMENT (â€œAGREEMENTâ€) GOVERNS YOUR USE OF THE HUBCASE,LLC (â€œHUBCASEâ€) SERVICES.",0.0,12.0,20,13,0,0,1,0,1,0
179,179,4059,7. RELATIONSHIP OF THE PARTIES,1.0,12.0,6,3,0,1,1,1,1,1
180,180,6450,8) Use of Outside Market,1.0,9.0,6,2,0,1,0,0,3,1
181,181,3876,-$9DISCOUNT,1.0,9.0,3,0,0,1,0,0,1,0
182,182,2031,"4. Terms and Conditions of this Agreement, including the appendices hereto; and5. Supplierâ€™s proposal, if incorporated into a Subcontract/Subaward/Contract.",0.0,9.0,25,9,2,1,3,1,3,0
183,183,295,4. Deposits,1.0,10.0,3,1,0,1,1,1,3,1
184,184,2261,858208982,0.0,11.0,1,0,0,1,0,0,3,0
185,185,2366,. Automatically choosing thebest time to show a pop-up block with personalizedmessage to customer,0.0,11.0,14,4,2,0,1,0,3,0
186,186,5364,"patents,  rights  to  inventions,  copyright  and  related  rights,  trade  marks,  businessnames and domain names, rights in get-up, goodwill and the right to sue for passing off, rights in designs, database",0.0,10.0,38,17,2,0,0,0,2,0
187,187,17719,Master Service Agreement,1.0,11.0,3,3,0,0,0,0,4,0
188,188,9785,18.4.6 Exercise any other legal or equitable right to remedy which it may have.,0.0,10.0,15,2,2,1,1,0,3,0
189,189,4366,SECTION 8 Notices,1.0,12.0,3,2,0,1,0,0,3,1
190,190,17576,"Any alteration or modiï¬cation of this PISA is not valid unless made in writing and executed byduly authorized personnel of both parties.Invalidation  of  one  or  more  of  the  provisions  under  PISA  will  not  aï¬€ect  the  remainingprovisions. Invalid provisions will be replaced to the extent possible by those valid provisionswhich achieve essentially the same objectives.Demand  Partner  acknowledges  that  Fyber  may  disclose  this  PISA  and  any  relevant  privacyprovisions  in  the  Agreement  to  any  supervisory  authority,  regulator  or  other  competentauthority, to the extent required under the applicable law. Such disclosure will not constitute abreach of Fyberâ€™s conï¬dentiality obligation under the Agreement.",0.0,10.0,103,28,11,1,3,0,3,0
191,191,6192,3) Definitions,1.0,12.0,3,1,0,0,0,0,3,1
192,192,3689,ARTICLE10 Force Majeure,1.0,10.0,3,3,0,0,0,0,4,1
193,193,4554,SECTION 12 FORCE MAJEURE,1.0,12.0,4,3,0,1,0,0,1,1
194,194,1832,speciï¬cally excluded by this Agreement.,0.0,10.0,6,1,1,0,1,0,3,0
195,195,1976,1. General Pricing and Fees,1.0,12.0,6,3,0,1,1,1,3,1
196,196,4967,SECTION 20 INSURANCE,1.0,11.0,3,2,0,1,0,0,1,1
197,197,1779,1. Contract,1.0,9.0,3,1,0,1,1,1,3,1
198,198,2161,5. TERMINATION AND RENEWAL,1.0,12.0,5,2,0,1,1,1,1,1
199,199,14549,"3.4  The  terms  and  conditions  shall  be  agreed  by  both  Parties,  either  by  the  acceptance  of  a  Proposal,  Service",0.0,9.0,21,6,2,1,0,0,3,0
200,200,86,10. INDEMNIFICATION,1.0,10.0,3,1,0,1,1,1,1,1
201,201,17729,"1. Services, Data and Licensing.",1.0,11.0,8,3,0,1,2,1,3,1
202,202,1619,7. ENTIRE AGREEMENT,1.0,9.0,4,2,0,1,1,1,1,1
203,203,15099,USTOMER  ARE  VERY  DIFFICULT  TO  ESTIMATE,0.0,8.0,6,4,1,0,0,0,1,0
204,204,1357,3) IT Technical and Consulting Service Billing Terms. ,1.0,9.0,10,6,0,0,1,0,3,1
205,205,2990,21. INDEMNITY AND LIMITATION OF LIABILITY,1.0,11.0,7,5,0,1,1,1,1,1
206,206,4482,SECTION 10 Miscellaneous,1.0,12.0,3,1,0,1,0,0,3,1
207,207,519,21) Equipment. ,0.0,10.0,4,1,0,1,1,0,3,1
208,208,6209,7.1.1 provide the correct installation address on the Service Order Form and accepts that failure to do so,0.0,10.0,18,6,3,1,0,0,3,0
209,209,3670,This Master Service Agreement is valid eï¬€ective ,0.0,10.0,7,3,1,0,0,0,3,0
210,210,590,Page 24 of 24 ,0.0,11.0,4,1,0,2,0,0,3,0
211,211,780,"In relation  to  this,  your  personal  data  may  be",0.0,10.0,10,2,1,0,0,0,3,0
212,212,2255,7. NULLITY,1.0,10.0,3,1,0,1,1,1,1,1
213,213,4489,SECTION 11 TERM,1.0,11.0,3,2,0,1,0,0,1,1
214,214,9271,is attached to and made a part of that certain MASTER SERVICE AGREEMENT (,0.0,11.0,14,4,3,0,0,0,3,0
215,215,3900,Automated Transcript Alignment(Captioning Only),1.0,10.0,7,2,2,0,0,0,4,0
216,216,2483,11. Provisions of Service,1.0,11.0,5,2,0,1,1,1,3,1
217,217,15049,"2.1  General.  By  executing  a  Service  Contract  for  any  Services,  Customer  shall  accept  and  pay  for,  and  by  executing  a  Service",0.0,10.0,24,6,4,1,1,0,3,0
218,218,3253,ARTICLE2 TERMINATION AND RENEWAL,1.0,9.0,4,4,0,0,0,0,1,1
219,219,2412,10. CHANGES,1.0,9.0,3,1,0,1,1,1,1,1
220,220,1916,"Subject  to  Federal  or  state  laws  and  regulations,  to  the  extent  applicable,  all  ideas,  inventions  (whether  or  notpatentable), and improvements whatsoever, conceived, discovered, or developed by Supplier, Supplier&#x27;s employees orSupplier&#x27;s subcontractors or subrecipients, speciï¬cally and exclusively related to performance of this Agreement andSubcontracts/Subawards/Contracts  issued  hereunder,  shall  be  and  remain  the  sole  and  exclusive  property  of  RTI.Supplier agrees to promptly disclose to RTI all such ideas, inventions, and improvements, and, on demand and at RTIâ€™sexpense,  assist  and  require  and  bind  Supplier&#x27;s  employees  to  assist,  in  preparation,  execution,  and  delivery  of  anydisclosures,  patent  applications  or  other  papers  required  by  RTI  to  obtain  and  enforce  patents  in  the  United  Statesand foreign countries, and to execute and deliver to RTI any reasonably stated assignment or other document whichRTI deems necessary to perfect RTIâ€™s right, title and interest in and to said ideas, inventions, and improvements.",0.0,9.0,182,55,21,0,1,0,3,0
221,221,3855,"least 15 days&#x27; notice to cure a breach of the Agreement (Cure Period). If the breachingparty fails to cure the breach within the Cure Period, the non-breaching party mayimmediately terminate the Agreement.",0.0,10.0,41,12,4,1,2,0,3,0
222,222,2911,19. Miscellaneous Provisions,1.0,11.0,4,1,0,1,1,1,3,1
223,223,17670,Company Information:,1.0,10.0,3,2,0,0,0,0,4,0
224,224,2496,equipment via the freight and the rate as agreed by both parties.,0.0,10.0,13,4,1,0,1,0,2,0
225,225,11668,Non-Solicitation. ,1.0,10.0,2,1,0,0,1,0,4,0
226,226,2316,8. PAYMENT TERMS,1.0,12.0,4,2,0,1,1,1,1,1
227,227,732,LOA: minimum 12m,0.0,10.0,4,1,0,1,0,0,3,0
228,228,5329,VII. WARRANTIES,1.0,12.0,3,2,0,0,1,1,1,1
229,229,876,"(d)  Client  shall  also  be  responsible  for  maintaining  backups  of  all  criticalsoftware, documents, and applications on all of Clientâ€™s ï¬le servers, personal computers,and other electronic equipment.",0.0,11.0,34,11,2,0,1,0,3,0
230,230,29,Generally  Applicable  Know-How:  ,1.0,8.0,4,1,0,0,0,0,4,0
231,231,15618,"a. Provided no TO is outstanding and remains to be performed by either party, this Agreement may be terminated by",0.0,11.0,22,3,7,0,1,0,3,0
232,232,9028,"As full consideration for Work performed by Contractor under each Work Order, Companyshall pay Contractor as provided in such Work Order. Subject to Contractorâ€™s satisfaction of all obligations under thisAgreement, payments that become due for Work performed by Contractor shall be paid on or before the last day of thecalendar  month  next  succeeding  the  date  of  Companyâ€™s  actual  receipt  of  a  proper  invoice  from  Contractor  with  allnecessary  supporting  information,  subject  to  Companyâ€™s  right  to  withhold  any  portion  of  such  payment  for  anyportion of such invoice that Company in good faith disputes until such dispute is resolved. No payment of any invoiceshall  preclude  or  affect  Companyâ€™s  right  to  protest  or  dispute  any  portion  of  any  invoice,  and  upon  notice  of  suchprotest, Contractor shall promptly furnish Company with more detailed evidence of the disputed charge or repay orwithdraw and deduct such charge from the invoice. Contractor agrees that any sums due to Contractor by Companymay  be  withheld  and  applied  toward  payment  of  any  claims  or  liens  against  Contractor.  ",0.0,11.0,175,57,21,0,4,0,3,0
233,233,3747,7. Liability,1.0,10.0,3,1,0,1,1,1,3,1
234,234,16486,7. CROWDENGINE'S PROPRIETARY RIGHTS,1.0,10.0,6,3,0,1,1,1,1,1
235,235,14293,"Individual instances of Port specific Latency, PDR or Jitter issues that result in the service being rendered",0.0,12.0,18,7,3,0,0,0,3,0
236,236,5192,IV. Equipment,1.0,11.0,3,2,0,0,1,1,4,1
237,237,5076,II. NOTICES,1.0,11.0,3,2,0,0,1,1,1,1
238,238,6879,17) SERVICES,0.0,11.0,3,1,0,1,0,0,1,1
239,239,1228,16. Notices,1.0,11.0,1,1,0,1,1,1,4,1
240,240,10371,"11.7. Arbitration. The Parties agree to arbitrate any dispute arising out of or relating to thisAgreement  or  any  Service,  except  that  the  arbitration  provision  does  not  prevent  aParty  from  seeking  equitable  relief  relating  to  unlawful  use  of  Intellectual  PropertyRights  from  a  court  of  competent  jurisdiction.  THE  PARTIES  AGREE  THAT  THISARBITRATION  PROVISION  PREVENTS  SUITS  IN  COURT  OR  A  JURY  TRIAL.  Fyber  andDemand Partner agree: (a) to notify each other, in writing, of any disputewithin thirty (30) days of when it arises; (b) to attempt informal resolution prior to anydemand for arbitration; (c) that any arbitration will occur in New York County, New YorkState,  USA;  and  (d)  that  arbitration  will  be  conducted  conï¬dentially  by  a  single",0.0,10.0,137,46,16,2,4,1,3,0
241,241,7752,"Company understands that all activities and information with respect to the service of cryotherapy machines, arestrictly confidential. Company shall not divulge such information and shall take all reasonable steps to assure thatCompany's employees and agents will not divulge such information to any person other than representatives ofCustomer. Company shall safeguard andprotect  all  such  information  in  its  custody  or  control  to  the  extent  Company  protects  its  own  confidentialinformation. Customer hereby agrees to RELEASE, INDEMNIFY, DEFEND, and HOLD HARMLESS from andagainst any and all claims, demands, suits, liabilities, or causes of action and all related costs and expenses, whichmay be asserted by any person or entity on account of Company's breach of this Section.",0.0,11.0,127,44,12,0,4,0,3,0
242,242,5275,VI. SOFTWARE LICENSE,1.0,10.0,4,3,0,0,1,1,1,1
243,243,8316,"In  the  event  of  any  dispute  that  mayarise  out  of  or  in  connection  with  this  Agreement,  or  the  breach  thereof,  which  cannot  be  settledamicably  by  the  parties,  the  partiesâ€™  sole  and  exclusive  remedy  will  be  binding  arbitration.  Suchdispute shall be submitted for arbitration in San Francisco, California, before a single arbitrator agreedupon by the parties, or, if they are unable to agree, a single arbitrator appointed by American",0.0,9.0,78,20,9,0,1,0,3,0
244,244,852,GENERAL TERMS &amp; CONDITIONS,1.0,11.0,6,4,0,0,0,0,3,0
245,245,814,VIII. User Submissions.,0.0,11.0,5,3,0,0,2,1,4,1
246,246,5524,"resold, or irrevocably incorporated into another product; and",0.0,10.0,10,2,1,0,0,0,2,0
247,247,15773,5. Price: ,1.0,11.0,4,1,0,1,1,1,3,0
248,248,7068,20) Termination Liability,0.0,10.0,4,2,0,1,0,0,3,1
249,249,3783,(iii) any violation of any applicable laws during the provision of the logistic services.,0.0,10.0,17,5,0,0,1,0,2,0
250,250,14471,Companies Act 2006;,0.0,9.0,4,2,0,1,0,0,3,0
251,251,3615,ARTICLE9 INSURANCE,1.0,10.0,2,2,0,0,0,0,1,1
252,252,1685,10. Customer Acknowledges and Agrees that:,1.0,10.0,8,2,1,1,1,1,3,1
253,253,15289,EFINITIONS,1.0,8.0,1,1,0,0,0,0,1,0
254,254,1459,13. DISCLAIMER,1.0,11.0,3,1,0,1,1,1,1,1
255,255,11273,"The parties may have access to certain information, the ownership and conï¬dential status of which is highly important to theother party and is treated or designated by one of the parties as conï¬dential (herein referred to as â€œConï¬dential Informationâ€). Neither party willdisclose the other partyâ€™s Conï¬dential Information, directly or indirectly under any circumstances, to any third person without the express writtenconsent of the other party, and neither party will copy, transmit, reproduce, summarize, quote, or make commercial or other use whatsoever of the",0.0,7.0,95,25,10,1,1,0,3,0
256,256,2627,14. INSURANCE,1.0,12.0,3,1,0,1,1,1,1,1
257,257,3036,"information without Owner&#x27;s prior written consent, including any information which is preparedor developed by or through Consultant, any of its subconsultants, Owner or any of its engineers,architects, other consultants, or contractors.",0.0,12.0,44,13,4,0,1,0,3,0
258,258,13498,"10.11 Within ï¬fteen (15) days after the conclusion of the Term of this Agreement, or upon cancellationor termination of the same, Customer must return any rental Equipment, including but not limited to phones,accessories, routers, switches, and power supplies. Customer is responsible for all return shipping chargesto UniVoIP.",0.0,10.0,59,18,4,2,2,0,3,0
259,259,15370,THROUGH  AN  AUTOMATED  COLLECTION  SYSTEM  WHERE  THE  ,0.0,8.0,7,6,0,0,0,0,1,0
260,260,18580,"the prevailing party is entitled to reasonable attorneyâ€™s fees, costs, and expensesincurred.",0.0,12.0,15,4,5,0,1,0,2,0
261,261,5530,"7.2  Voip Unlimited shall use all reasonable endeavours to meet any lead times specified in the Service Documents,but  any  such  dates  shall  be  estimates  only  and  time  shall  not  be  of  the  essence  for  performance  of  theServices.",0.0,10.0,40,12,5,1,1,0,3,0
262,262,12134,ARTICLE 1 - GENERAL,0.0,10.0,4,1,0,1,0,0,1,1
263,263,648,30 Confidentiality:,0.0,10.0,3,1,0,1,0,0,3,1
264,264,10350,"9.3.  Conï¬dentiality  Exception.  Notwithstanding  the  obligations  set  forth  in  Section  9.1,each  Party  may  disclose  the  other  Partyâ€™s  Conï¬dential  Information  to  the  extent  thatsuch  disclosure  is  required  pursuant  to  a  duly  authorized  subpoena,  court  order,  orgovernment authority order, provided that the receiving Party shall (where reasonablypracticable  and  without  breaching  statutory  or  regulatory  requirements)  provideprompt  written  notice  to  the  disclosing  Party  prior  to  such  disclosure,  so  that  thedisclosing Party may seek a protective order or other appropriate remedy.",0.0,10.0,87,28,13,2,3,1,3,0
265,265,5620,10.6  The  Reseller  accepts  that  the  Call  Tariffs  set  out  in  Voip  Unlimitedâ€™s  Price  Lists  and  Tariffs  are  set  by  VoipUnlimited by reference to the telecommunication tariffs of third parties which Voip Unlimited pays to providethe Services to the Reseller (insofar as the applicable Services are being provided to the Reseller by VoipUnlimited).  Those  third-party  tariffs  are  not  controlled  by  Voip  Unlimited  and  are  subject  to  increase  ordecrease at any time.,0.0,10.0,75,24,14,1,2,0,3,0
